,reviews,ratings,days
27,에어팟 2세대 쓰다가프로2로 넘어왔는데신세계네요잘 쓰겠습니다,5,2024.03.15
28,"⭐️내돈 내산후기⭐️에어팟3 사용하다가 에어팟 프로2 구입했어요제가느낀 솔직한 리뷰 작성해볼게요 ㅋㅋㅋ아마 에어팟3랑 에어팟 프로2 고민 많이하실거에요물론 가격도 에어팟 프로2가 더비싸지만에어팟3에는 없는기능! 바로 노이즈캔슬링 기능때문에 구매했어요.아무래도 버스,지하철등등 시끄러운장소에선 노이즈켄슬링최고입니다! ㅎ ㅎ 내가 그냥 드라마속 주인공이 됨. .에어팟 3와 에어팟 프로 2의 주요 차이점! 요약!⚫️디자인에어팟 3는 에어팟 프로 2에 비해 더 전통적인 에어팟의 디자인을 가지고 있어요 ㅎㅎ반면, 에어팟 프로 2는 더 작고 컴팩트한 인이어 디자인을 가지고 있으며 귀에 더 편안하게 착용할 수 있습니다.하지만 실리콘을 캡을 착용해야 하는 불편함도 있죠!⚫️노이즈 캔슬링에어팟 프로 2는 액티브 노이즈 캔슬링(ANC) 기능을 제공하는데 이게 주요 기능이죠 ㅎㅎ이 기능은 주변 소음을 효과적으로 차단하여 음악이나 통화 중에도 조용한 환경을 유지할 수 있도록 도와줍니다. 에어팟 3에는 이 기능이 없습니다.ㅜㅜ그래서 제가 프로2 구매한 이유!⚫️사운드 품질에어팟 프로 2는 에어팟 3보다 더 향상된 사운드 품질을 제공해요~ 아무래도 더 비싸고 이후 출시라서그런가. .풍부하고 깨끗한 음질을 즐길 수 있으며, 특히 에어팟 프로 2의 액티브 노이즈 캔슬링 기능은 외부 소음을 차단하여 음악을 더욱 몰입적으로 감상할 수 있도록 도와줍니다!⚫️방수 기능에어팟 프로 2는 더 높은 방수 등급(IPX4)을 가지고 있어 땀이나 비 등의 간단한 액체에도 더 잘 견딜 수 있습니다. 에어팟 3는 이와 달리 방수 기능이 없으므로 주의가 필요합니다.ㅜㅜ 조심해야되요⚫️가격에어팟 프로 2는 에어팟 3에 비해 비교적 높은 가격대에 위치하고 있습니다.자세한 가격은 못적게 되어있네요 ㅎㅎ몇만원 차이납니다!에어팟 프로 2는 고급 기능인 액티브 노이즈 캔슬링과 향상된 사운드 품질을 제공하기 때문에 가격이 높게 책정되었습니다.비싼데는 이유가 다~ 있죠,. .이상이 에어팟 3와 에어팟 프로 2의 주요 차이점입니다⭐️제 글이 도움 되셨으면 도움버튼 꾹 눌러주세요⭐️",5,2024.03.15
29,오랫동안 오픈형 이어폰만 애용하다가에어팟2 고장나서 새로 샀어요근데 기대가 많았던건지10분 이상 사용하면 귀에 통증도 심하고 연결 오류가 너~~~무 잦아서 사용하기 매우! 불편하네요편하려고 산 이어폰인데연결이 계속 끊겨서 좀 짜증납니다그리고 통화 음질도 별로에요상대방에 계속 목소리 안 들린다고 하네요ㅠ그전에는 이런 적 없었는데....,3,2024.03.14
30,타사이트 가격 비교해보고 쿠팡이 가장 저렴해서 구매했습니다.제품은 두말할 나위 없습니다^^,5,2024.03.14
31,"이 후기는 내.돈.내.산 직접 구매 후 사용한 후기입니다.>구매이유프로1 구매 후3년정도 사용하고나니 어느순간 충전이 되지 않더라구요이게 본체(케이스)문제인지, 콩나물이 문제인지 모르겠어서수리 알아보니 어후,, 꽤 비싸더군요 그돈이면 그냥 새거 사는게 낫겠다 싶어 강제로(?) 프로2 구매하게 되었습니다.훼손되지 않도록 뽁뽁이로 둘둘둘 말아서 포장해주셔서 안전하게 받았어요! 정품확인도 해보니 정품이 맞습니다 >프로 1, 2 달라진 점- 충전단자충전단자가 8핀에서 c타입으로 바뀌었어요! 이번에15프로맥스로기기변경 하며 핸드폰도 충전 단자가 바뀌어서개인적으로 c타입으로 바뀐 프로2가 충전하기 편해 좋습니다.-에어팟 본체 스피커이전에는 에어팟찾기를 하면 이어버드에서 소리가 나기에잘 들리지도 않았는데, 이번엔 아예 본체에 스피커가 있어찾기도 쉽고 충전할 때 또롱 하는 소리가 귀엽습니다 ㅎ 맘에듬-강력해진 노이즈캔슬링, 추가된 적응형 오디오프로1 버전보다 확실히 노이즈캔슬링이 좋아졌어요. 가만히 앉아 노래틀고 귀에 꽂고 있으면 혼자 딴 세상에서노래듣고 있는 기분이 들 정도입니다.-터치제어핸드폰이 없어도 콩나물에 슬라이딩하여 음량조절하는 기능정말 좋습니다. 은근히 편리합니다.-다양한 이어팁사이즈기본 m사이즈로 탑재되어 제품이 나오며, 총 4개의 사이즈로나와서 나와 가장 잘 맞는 사이즈로 사용할 수 있어서 좋습니다.결론적으로 디자인부분에서 크게 달라진 점은 없어요.외관상 변경된 부분은 충전단자, 터치제어, 본체스피커, 키링성능부분에 있어서 만족합니다. 물론 프로 1세대도 좋은 성능이라업그레이드를 위해 구매를 고민하신다면 비추천! 새로 구매하시거나, 저처럼 수리와 구매를 고민하신다면에어팟 프로 2세대 강추합니다. 최고!",5,2024.03.14
32,충전이 잘 안 돼요 ㅠㅠㅠ,5,2024.03.14
33,정품이고 하루도 안돼서 도착해서 좋았습니다!쿠팡에서 자체적으로 조금 할인 들어갈 때가 있는데그때 조금이라도 저렴하게 구매해서 좋았습니다:),5,2024.03.14
34,"▶ 내돈내산 리뷰입니다▶ 에어팟 1,2 / 에어팟 프로1,2 를 모두 사용해봤습니다▶프로가 아닌 일반 모델은 배터리 성능이나 여러면에서 2년정도 쓰면 한계가 느껴집니다.배터리가 순삭되고 페어링이 끊기는 현상이 발생하더라구요프로 1은 2년 이상도 사용이 가능합니다 (현재 사용중)▶ c타입이 된다는 것이 제 생각 가장 큰 장점 충전기를 종류별로 모으고 있는 기분이 들어 하나씩 바꾸고 싶다는 생각을 했습니다.▶ 사실 에어팟을 제 리뷰를 보고 구매한다는 생각은 안합니다.귀여운 케이스 샀으니 구경하고가세요",5,2024.03.14
35,에어팟 자주 사용하고 오래 쓸 수 있어요!배송도 빠르고 음성 분리와 노이즈 캔슬링도 잘되니오래 쓸 수 있고 정말 만족합니다!,5,2024.03.14
36,"최근에 구매한 Apple의 2023 에어팟 프로 2세대를 사용해보니, 이전 모델과 비교해서도 확연히 향상된 경험을 제공합니다. 첫 인상부터 매우 긍정적이었습니다. 제품의 디자인은 깔끔하고 세련된 화이트 컬러로, Apple의 미니멀리스트 디자인 철학을 잘 따르고 있습니다.소리의 질에 있어서는, 이 에어팟 프로 2세대는 정말 놀라울 정도로 명확하고 깊은 사운드를 제공합니다. 특히, 고급화된 노이즈 캔슬링 기능 덕분에 주변 소음을 거의 완벽하게 차단하면서도 음악이나 팟캐스트를 선명하게 들을 수 있습니다.USB-C 포트로의 전환은 이 제품의 또 다른 큰 장점입니다. 이는 사용자가 다른 Apple 기기들과 호환성을 높이면서도 보다 널리 사용되는 충전 방식을 사용할 수 있게 해줍니다. 블루투스 연결 역시 매우 신속하고 안정적이어서, 연결 문제에 대한 걱정을 크게 줄여줍니다.배터리 수명은 상당히 인상적입니다. 한 번의 충전으로 길게는 하루 종일 사용할 수 있으며, 이는 바쁜 일상 속에서도 음악을 즐기거나 중요한 통화를 놓치지 않기에 충분합니다.이 제품을 사용하면서 느낀 점은, Apple이 사용자 경험을 극대화하는 데 있어서 정말 뛰어난 노력을 기울였다는 것입니다. 가격이 조금 비싸긴 하지만, 그 가치를 충분히 하는 제품이라고 생각합니다. 음악 애호가든, 바쁜 일상을 보내는 전문가든 간에, 이 에어팟 프로 2세대는 강력한 성능과 편리함을 제공합니다.",5,2024.03.14
37,이게 또 야물딱짐,5,2024.03.14
38,불량이 왔습니다유선 충전 하면 충전 할 때 나는 띵- 하는 소리가 3초에 한번씩 계속 납니다워치 충전기나 무선충전은 소리 한번만 나서 그냥 씁니다,4,2024.03.14
39,뚜껑 흔들리디만 귀찮아서 그냥 쓰려구요..ㅎㅎ하하,3,2024.03.13
40,그냥 가격대비 넘 비싸다 정도,5,2024.03.13
41,아니 어느 누가 뽁뽁이를 에어팟 넣고 그위에 올려서 포장을 하나요? 뽁뽁이를 완충작용하려고 넣는거지 데코네이션이 아니잖아요열고 매우 당황했네요 에어팟 덩그라니 있고 뽁뽁이는 따로 곱게 접어서 와서 좀 신경 좀 써주세요 고장이라도 나면 어쩌려고 그러시는지,4,2024.03.12
42,3년간 버즈 프로를 쓰다가 아이폰으로 넘어오면서 에어팟도 구매했습니다. 비싼 가격만큼 성능이 좋냐 하면 그건 아닌것 같습니다. 버즈에 비해서 음질이 좋은지 잘 모르겠지만 노이즈 캔슬링 성능은 아주 훌륭합니다. 제가 asmr을 자주 듣는데 버즈쓸때는 안느껴졌던 화이트 노이즈와 왜곡사운드가 너무 심하게 들려서 거슬리더군요 이퀄라이저나 공간음향을 꺼도 노이즈 소리가 매우 거슬립니다. 제품 불량은 아닌것 같고 제품 자체의 특성같네요. 공간감 자체는 괜찮지만 이런 음질왜곡이 왜 있는지는 모르겠네요. 돈값을 하지는 않는다는것을 알고 사야할 듯 싶습니다. 이쁜건 확실히 이쁘네요,5,2024.03.12
43,1세대 쓰다가 밧데리 너무 빨리 닳아서 새로 구매했습니다예전 세대에서는 없는 노이즈캔슬링… 신세계입니다!!  헉헉나만의 세상에 들어온 느낌이었어요30만원의 행복이네요비행기 기내도 은근 엄청 시끄러운데 끼고 잠드니까 숙면했습니다,5,2024.03.12
44,쿠팡에서 사지마세요. 에어팟 프로2 정품샵이라고해서 샀더니 왼쪽만 에어팟2오고 오른쪽은 에어팟프로1이 왓네요.. 기존에 있던 케이스에 넣어봤다가 우연히 알게됫어요.. 안넣어봣으면 눈뜨고 사기당할뻔 했습니다,1,2024.03.12
45,이렇게 던지면서 집하하니까 로켓배송이지 다른 택배사도 던지면 빨리올겁니다 상자 배송된 상태가 이게 뭔가요,1,2024.03.12
46,계속 구매할까 말까 고민하다가 마침 본 좋은 가격에 선물용으로 구매.2월 중순 구매 23.12 제작된 상품 받았습니다 :)가품이 판치는 판국에 빠른 배송과 믿고 사는 정품 잘 구매해서 선물했습니다 :),5,2024.03.12
47,"ㅎㅇ 내돈내산 팩폭러임협찬이나 그런거 ㄴㄴ에어팟 한쪽 잃어버려서무한반복으로 한쪽만 구매하다보니자꾸 짝 안맞고 연결이 나중엔 그냥 안되어서큰맘먹고 에어팟프로 (노캔) 삼노캔되면 귀 먹먹한 그 기분이 싫고 안들릴까봐 걱정함그래서 애플매장가서 체험해보고 구매한다던데귀찮아서 안했음ㅋㅋ노캔 맘에 안 들면 해제기능있음!!!!난 엄청 좋았음⭐️기존 에어팟보다 좋은점?⭐️1. 잃어버리면 나의찾기로 에어팟 기기에서 소리가 난다2. 노이즈캔슬링 (소음차단됨) 주변음과 반대되는 파형의소리를 내어서 소음이 없어지는 효과공사장, 버스, 지하철, 3. 사람마다 케바케로 귀아프다고 하던데그럴땐 그냥 해제하면된다.4. 기능이 4가지나 있다 (끔, 주변음허용, 적응형, 노캔)끔 - 그냥 소리만 남 (기본에어팟 동일)주변음 허용 -  그냥 소리만 남 (귀 먹먹함x)적응형 - 소음제거노캔 - 완벽소음제거 (귀먹먹함, 대화인지기능으로 소리 줄어듦)5. 노캔쓰려면 두짝다 듣고있어야 됨. 한쪽만 노캔 안됨 (안전함)6. 귀에서 안 빠짐이전 에어팟은 그냥 귀에 끼는거라 빠지는 사람이 있을텐데이건 고무라서 잘 안빠지고 잃어버릴 염려도 줄어들었네요.6. 충전 3가지로 가능(맥세이프, c타입, 애플워치 충전기)저는 충전단자 많아서 좋았고잃어버릴 염려가 많이 줄어들어서 가장 마음에 들었습니다에어팟프로.. 살까말까 고민한다면 그냥 구매하고 더이상 잃어버리지 마세요..",5,2024.03.12
48,노이스캔슬링 짱,5,2024.03.12
49,폰을 아이폰으로 바꾸고 버즈는 동생주고 필요하대서 샀어요 노이즈캔슬 잘되고요 에어팟 자체에서 볼륨 조절도 할수 있네여충전도 빠르고 충전기 꽂을때 삑하고  소리도 나네요아이가 좋아하니 대 만족이에요,5,2024.03.12
50,다들 에어팟 산다고 했을때 필요성 못느껴서 못사고 장바구니에 담아두기만 했는데.... 오백번 고민하다 샀는데요결론은 왜 이제 샀을까...?? 좀더 빨리 사면 좋았을 것을...!!ㅋ노이즈캔슬링.. 이거이거 완전 신세계입니다.. 와후 아이폰하고의 연동은 말할 것도 없고용 짱 편합니다아이폰+버즈(노트북 살때 사은품) 으로도 써봤는데 영 불편한게 이만저만이 아니드라고요ㅜㅜ좀 비싸긴 하시만 그만한 돈값하는 거 같아용,5,2024.03.12
51,배송 포장 엉망임 애플이라 내구성이 좋은지 제품은 멀쩡했습니다제품은 좋아요,1,2024.03.11
52,"구매 이유?안녕하세요 에어팟1. 2. 3 프로1세대 그리고 프로2세대까지 사용하게 된 구매자입니다.어쩌다보니 전부 사용해봤네요이전에는 에어팟프로 1을 사용하다가 외이도염에 걸려 처분 후 에어팟 3 즉, 오픈형을 사용했었습니다.서브로는 보스 qc 이용중이구요!헤드셋도 좋지만 일일히 접어야하고 케이스에 넣고..걸리적거리는게 넘 불편하고, 집중해야 하는 전공이 많아고민하다가 고가인에어팟프로2로 돌아왔습니다.⭕️가격 ⭕️모두가 아시다시피 여기 올라온 그대로의 가격인데요오우..원래 이렇게 비쌌었나요..ㅠㅠㅜ대학생인 전..열심히 돈을 모아 탈탈 털어서 구매했습니다.원래는 이나⚡️를 이용하려 했지만 가픔이 판을 쳐서 정직하게 돈 내구 구매하는게 맞다고 생각했어요. (맘 편하게요)⭕️제품⭕️1세대와 비교하였을 때콩나물의 길이가 조금 짧아졌더라구요!노이즈캔슬링도 더 향상되었구, 가장 놀랐던건 케이스 아래의 스피커가 생겼다는거에요.충전할 때, 페어링 할 때, 나의 에어팟 찾기에도 유용하게 쓸 것 같아요.⭕️사용⭕️노이즈캔슬링이 뭔가 더 부드럽고 자연스럽게 작동되어서 엄청 만족스럽구, 외부에서도 대중교통 이용시 멀미도 안 나면서 자신만의 음악세계에 온 것 같은 느낌이었어요⭕️배송⭕️배송은..왠일로 고가 제품을 뾱뾱이에 정성스럽게 둘러주셨더라구요그건 만족했는데..했는데..에어팟 박스가 한쪽면이 더러웠어요. 찍히기도 했습니다..살짝 아쉽습니다.근데 다른 리뷰를 봐도 거의 다 그렇더라구요.?이런 고가 상품을 왜 더럽게 보관하는지 이해는 잘 안되지만 아무튼 그렇네요!✨추후 외이도염만 안 생기면 좋겠다는 바램입니다✨ㅠㅠㅠ이어팁 작은거 끼면 괜찮겠죠..?",5,2024.03.11
53,동생 선물로 줄려고 구매했는데 너무 좋아하고 만족스러워해서 제가 다 기쁘고 좋아요 충전 잭이 c타입 이더라구요 그 부분이 참 좋아요!!,5,2024.03.11
54,매장에서 사는거보다 사만원정도 저렴 해요,5,2024.03.11
55,노캔하면 차 소리도 안 들리고 너무 좋아요 제가 2세대만쓰다가 갈아탔는데 그냉 바로 프로살걸 싳은 생각이 등 정도로 좋아요,5,2024.03.11
56,"프로 1세대 쓰다가 본체를 분실해서 이왕 잃어버린 거 새로 사자~ 하구 구매했습니다. 불량 테스트 했을 때 이상은 없었으나 배터리가 좀 빨리 닳는 건 기분 탓일까요.. 좀 더 써봐야 할 것 같네요.. 제조사는 중국이고, 음질은,, 프로1세대랑 비슷합니다",5,2024.03.11
57,"에어팟 프로 1세대 잘 사용중이었는데 사용한지 2-3년 지나니깐 한쪽 에어팟에서 지직지직 소리가 가끔 나더라구요.요즘은 끼자마자 이상한 소리가 너무 심하게, 크게 나서 바꾸기로 맘 먹고 구입했습니다!!멀쩡한 한쪽 에어팟 프로 1세대만 끼고 다니다가 너무 불편해서 이제는 안되겠다 싶어 에어팟 프로 2세대 지르기!!그동안 한쪽 에어팟만 끼느라 잠시 잊고 지냈던 노이즈 캔슬링을 경험하니 너무 좋은거 있죠?!1세대와는 다르게 이어팁도 xs사이즈가 생겼더라구요 ㅎㅎ귀가 작은 편이라 s도 살짝 불편했었는데 xs 사이즈 착용하니 귀에 착붙고 편안하고 너무 좋았어요.충전은 맥세이프 충전도 가능하고 C타입으로 바껴서 진짜 편리해요! 그리고 1세대는 착용 후 전화통화하면 상대방이 제 목소리를 잘 안들려했는데 2세대는 그런 문제점이 전혀 없네요 ㅎㅎ거진 한, 두달을 1세대 한쪽만 끼고 살다 2세대로 바꾸니깐 출퇴근 귀가 행복하네요~!",5,2024.03.10
58,배송도 빠르고 성능도 좋고 아이가 참 좋아하네요,5,2024.03.10
59,다른곳 여기저기 다 봐도 쿠팡이 최저가라 여기서 구매했습니다. 짝퉁의심할거없이 쿠팡은 믿고 살수있어서도 좋았구요 잘쓰고 있습니다.,5,2024.03.10
60,최고쵝오,5,2024.03.10
61,정품은 맞다. 하긴 32만원인데 가품이면 미치는 거지.박스가 개 더럽다.모서리도 눌려 있고.,4,2024.03.10
62,너무 좋고 연결도 아주 쉬워요!,5,2024.03.10
63,박스가 조금 더러운 것 빼고는 완벽했어요,5,2024.03.09
64,에어팟 프로 1세대를 2년 넘게 쓰다가 통째로 분실하고 1년동안 에어팟 없이 살았는데 사람들 많은곳이나 시끄러운곳에서 불편했는데 에어팟 프로 2세대 구매 너무 잘한 거 같네요,5,2024.03.09
65,유선 이어폰만 사용하다가 처음 에어팟을 사용해요.노이즈캔슬링 무슨 일인가요. 세상 소음이 이렇게 큰 거인지 처음 느꼈네요.넘 좋아요. 배송오는 날 집에 가면서 캐이스 구매하고 바로 옷 입혀 준❤️,5,2024.03.09
66,노이즈캔슬도 신기하고 베터리 용량도 길고 음량도 마음에 들어요이쁘고 좋네요,5,2024.03.09
67,배송 빨랐는데분명 미개봉 새상품인데 개봉하고 보니까 왜 잔기스들이 이리 많나요?앞뒤로 잔기스들이 엄청많음,4,2024.03.09
68,에어팟 박스가 진심 개드러워서 사용한 제품 보내준 거 같아요 검수 좀 똑바로 하세요 한두푼 하는 것도 아닌데;,3,2024.03.09
69,"아내와, 아들은 에어팟 프로를 사용중이고, 전 에어팟 2세대 쓰는 중이었는데, 아내가 생일 선물로 에어팟프로2를 선물해줬네요 에어팟프로 1세대가 처음 나왔을때 착용해본 느낌이랑 에어팟프로2는 좀 느낌이 많이 다르네요.에어팟프로가 처음 나왔을땐 일단 노이즈캔슬링이 예전엔 너무 외부 소음이 많이 차단되서, 노이즈 캔슬링 기능 자체는 훌륭했지만 뭔가 이질감이 들었다면,에어팟프로2는 노이즈캔슬링이 생각보다 매우 이질감 없이 잘 동작해서 좋은것 같고, 적응형 노이즈캔슬링도 잘 동작하네요. 배터리도 더 오래가고 좋습니다.제가 느낀 단점은 케이스 닫을때 소리가 좀 딱딱 거린다는거? 그거 말고는 특별히 단점은 없네요.",5,2024.03.09
70,포장도 에어캡 전체적인 만족입니다,5,2024.03.09
71,박스가 더러워져서 왔는데 사용하던 거 보낸 거죠? 그러지 않고서야 이럴 수가 있나요.. 노이즈캔슬링도 잘 되는지 솔직히 모르겠네요,2,2024.03.09
