,reviews,ratings,days
16,아니 어느 누가 뽁뽁이를 에어팟 넣고 그위에 올려서 포장을 하나요? 뽁뽁이를 완충작용하려고 넣는거지 데코네이션이 아니잖아요열고 매우 당황했네요 에어팟 덩그라니 있고 뽁뽁이는 따로 곱게 접어서 와서 좀 신경 좀 써주세요 고장이라도 나면 어쩌려고 그러시는지,4,2024.03.12
17,1세대 쓰다가 밧데리 너무 빨리 닳아서 새로 구매했습니다예전 세대에서는 없는 노이즈캔슬링… 신세계입니다!!  헉헉나만의 세상에 들어온 느낌이었어요30만원의 행복이네요비행기 기내도 은근 엄청 시끄러운데 끼고 잠드니까 숙면했습니다,5,2024.03.12
18,쿠팡에서 사지마세요. 에어팟 프로2 정품샵이라고해서 샀더니 왼쪽만 에어팟2오고 오른쪽은 에어팟프로1이 왓네요.. 기존에 있던 케이스에 넣어봤다가 우연히 알게됫어요.. 안넣어봣으면 눈뜨고 사기당할뻔 했습니다,1,2024.03.12
19,이렇게 던지면서 집하하니까 로켓배송이지 다른 택배사도 던지면 빨리올겁니다 상자 배송된 상태가 이게 뭔가요,1,2024.03.12
20,계속 구매할까 말까 고민하다가 마침 본 좋은 가격에 선물용으로 구매.2월 중순 구매 23.12 제작된 상품 받았습니다 :)가품이 판치는 판국에 빠른 배송과 믿고 사는 정품 잘 구매해서 선물했습니다 :),5,2024.03.12
21,"ㅎㅇ 내돈내산 팩폭러임협찬이나 그런거 ㄴㄴ에어팟 한쪽 잃어버려서무한반복으로 한쪽만 구매하다보니자꾸 짝 안맞고 연결이 나중엔 그냥 안되어서큰맘먹고 에어팟프로 (노캔) 삼노캔되면 귀 먹먹한 그 기분이 싫고 안들릴까봐 걱정했음그래서 일부는 애플매장가서 체험해보고 구매한다던데맘에 안 들면 해제기능있음!!!!난 엄청 좋았음⭐️기존 에어팟보다 좋은점?⭐️1. 잃어버리면 나의찾기로 에어팟에서 소리가 난다2. 노이즈캔슬링 (소음차단됨) 주변음과 반대되는 파형의소리를 내어서 소음이 없어지는 효과사람마다 케바케로 귀아프다고 하던데 멍멍하다?그럴땐 그냥 해제하면된다~~ 기능이 4가지나 있다노캔쓰려면 두짝다 듣고있어야됨한쪽만 노캔 안됩니다!!!3. 귀에서 안 빠짐이전 에어팟은 고무가아니라 그냥 귀에 끼는거라빠지는 사람이 있을텐데이건 고무라서 잘 안빠지고 잃어버릴 염려도 줄어들었네요4. 충전이 맥세이프, c타입, 애플워치 충전기3가지 다 가능저는 충전단자 많아서 좋았고잃어버릴 염려가 많이 줄어들어서 가장 마음에 들었습니다에어팟프로.. 살까말까 고민한다면 그냥 구매하고 더이상 잃어버리지 마세요..",5,2024.03.12
22,노이스캔슬링 짱,5,2024.03.12
23,폰을 아이폰으로 바꾸고 버즈는 동생주고 필요하대서 샀어요 노이즈캔슬 잘되고요 에어팟 자체에서 볼륨 조절도 할수 있네여충전도 빠르고 충전기 꽂을때 삑하고  소리도 나네요아이가 좋아하니 대 만족이에요,5,2024.03.12
24,다들 에어팟 산다고 했을때 필요성 못느껴서 못사고 장바구니에 담아두기만 했는데.... 오백번 고민하다 샀는데요결론은 왜 이제 샀을까...?? 좀더 빨리 사면 좋았을 것을...!!ㅋ노이즈캔슬링.. 이거이거 완전 신세계입니다.. 와후 아이폰하고의 연동은 말할 것도 없고용 짱 편합니다아이폰+버즈(노트북 살때 사은품) 으로도 써봤는데 영 불편한게 이만저만이 아니드라고요ㅜㅜ좀 비싸긴 하시만 그만한 돈값하는 거 같아용,5,2024.03.12
25,배송 포장 엉망임 애플이라 내구성이 좋은지 제품은 멀쩡했습니다제품은 좋아요,1,2024.03.11
26,"구매 이유?안녕하세요 에어팟1. 2. 3 프로1세대 그리고 프로2세대까지 사용하게 된 구매자입니다.어쩌다보니 전부 사용해봤네요이전에는 에어팟프로 1을 사용하다가 외이도염에 걸려 처분 후 에어팟 3 즉, 오픈형을 사용했었습니다.서브로는 보스 qc 이용중이구요!헤드셋도 좋지만 일일히 접어야하고 케이스에 넣고..걸리적거리는게 넘 불편하고, 집중해야 하는 전공이 많아고민하다가 고가인에어팟프로2로 돌아왔습니다.⭕️가격 ⭕️모두가 아시다시피 여기 올라온 그대로의 가격인데요오우..원래 이렇게 비쌌었나요..ㅠㅠㅜ대학생인 전..열심히 돈을 모아 탈탈 털어서 구매했습니다.원래는 이나⚡️를 이용하려 했지만 가픔이 판을 쳐서 정직하게 돈 내구 구매하는게 맞다고 생각했어요. (맘 편하게요)⭕️제품⭕️1세대와 비교하였을 때콩나물의 길이가 조금 짧아졌더라구요!노이즈캔슬링도 더 향상되었구, 가장 놀랐던건 케이스 아래의 스피커가 생겼다는거에요.충전할 때, 페어링 할 때, 나의 에어팟 찾기에도 유용하게 쓸 것 같아요.⭕️사용⭕️노이즈캔슬링이 뭔가 더 부드럽고 자연스럽게 작동되어서 엄청 만족스럽구, 외부에서도 대중교통 이용시 멀미도 안 나면서 자신만의 음악세계에 온 것 같은 느낌이었어요⭕️배송⭕️배송은..왠일로 고가 제품을 뾱뾱이에 정성스럽게 둘러주셨더라구요그건 만족했는데..했는데..에어팟 박스가 한쪽면이 더러웠어요. 찍히기도 했습니다..살짝 아쉽습니다.근데 다른 리뷰를 봐도 거의 다 그렇더라구요.?이런 고가 상품을 왜 더럽게 보관하는지 이해는 잘 안되지만 아무튼 그렇네요!✨추후 외이도염만 안 생기면 좋겠다는 바램입니다✨ㅠㅠㅠ이어팁 작은거 끼면 괜찮겠죠..?",5,2024.03.11
27,동생 선물로 줄려고 구매했는데 너무 좋아하고 만족스러워해서 제가 다 기쁘고 좋아요 충전 잭이 c타입 이더라구요 그 부분이 참 좋아요!!,5,2024.03.11
28,매장에서 사는거보다 사만원정도 저렴 해요,5,2024.03.11
29,노캔하면 차 소리도 안 들리고 너무 좋아요 제가 2세대만쓰다가 갈아탔는데 그냉 바로 프로살걸 싳은 생각이 등 정도로 좋아요,5,2024.03.11
30,"프로 1세대 쓰다가 본체를 분실해서 이왕 잃어버린 거 새로 사자~ 하구 구매했습니다. 불량 테스트 했을 때 이상은 없었으나 배터리가 좀 빨리 닳는 건 기분 탓일까요.. 좀 더 써봐야 할 것 같네요.. 제조사는 중국이고, 음질은,, 프로1세대랑 비슷합니다",5,2024.03.11
31,"에어팟 프로 1세대 잘 사용중이었는데 사용한지 2-3년 지나니깐 한쪽 에어팟에서 지직지직 소리가 가끔 나더라구요.요즘은 끼자마자 이상한 소리가 너무 심하게, 크게 나서 바꾸기로 맘 먹고 구입했습니다!!멀쩡한 한쪽 에어팟 프로 1세대만 끼고 다니다가 너무 불편해서 이제는 안되겠다 싶어 에어팟 프로 2세대 지르기!!그동안 한쪽 에어팟만 끼느라 잠시 잊고 지냈던 노이즈 캔슬링을 경험하니 너무 좋은거 있죠?!1세대와는 다르게 이어팁도 xs사이즈가 생겼더라구요 ㅎㅎ귀가 작은 편이라 s도 살짝 불편했었는데 xs 사이즈 착용하니 귀에 착붙고 편안하고 너무 좋았어요.충전은 맥세이프 충전도 가능하고 C타입으로 바껴서 진짜 편리해요! 그리고 1세대는 착용 후 전화통화하면 상대방이 제 목소리를 잘 안들려했는데 2세대는 그런 문제점이 전혀 없네요 ㅎㅎ거진 한, 두달을 1세대 한쪽만 끼고 살다 2세대로 바꾸니깐 출퇴근 귀가 행복하네요~!",5,2024.03.10
32,배송도 빠르고 성능도 좋고 아이가 참 좋아하네요,5,2024.03.10
33,다른곳 여기저기 다 봐도 쿠팡이 최저가라 여기서 구매했습니다. 짝퉁의심할거없이 쿠팡은 믿고 살수있어서도 좋았구요 잘쓰고 있습니다.,5,2024.03.10
34,최고쵝오,5,2024.03.10
35,정품은 맞다. 하긴 32만원인데 가품이면 미치는 거지.박스가 개 더럽다.모서리도 눌려 있고.,4,2024.03.10
36,너무 좋고 연결도 아주 쉬워요!,5,2024.03.10
37,박스가 조금 더러운 것 빼고는 완벽했어요,5,2024.03.09
38,에어팟 프로 1세대를 2년 넘게 쓰다가 통째로 분실하고 1년동안 에어팟 없이 살았는데 사람들 많은곳이나 시끄러운곳에서 불편했는데 에어팟 프로 2세대 구매 너무 잘한 거 같네요,5,2024.03.09
39,유선 이어폰만 사용하다가 처음 에어팟을 사용해요.노이즈캔슬링 무슨 일인가요. 세상 소음이 이렇게 큰 거인지 처음 느꼈네요.넘 좋아요. 배송오는 날 집에 가면서 캐이스 구매하고 바로 옷 입혀 준❤️,5,2024.03.09
40,노이즈캔슬도 신기하고 베터리 용량도 길고 음량도 마음에 들어요이쁘고 좋네요,5,2024.03.09
41,배송 빨랐는데분명 미개봉 새상품인데 개봉하고 보니까 왜 잔기스들이 이리 많나요?앞뒤로 잔기스들이 엄청많음,4,2024.03.09
42,에어팟 박스가 진심 개드러워서 사용한 제품 보내준 거 같아요 검수 좀 똑바로 하세요 한두푼 하는 것도 아닌데;,3,2024.03.09
43,"아내와, 아들은 에어팟 프로를 사용중이고, 전 에어팟 2세대 쓰는 중이었는데, 아내가 생일 선물로 에어팟프로2를 선물해줬네요 에어팟프로 1세대가 처음 나왔을때 착용해본 느낌이랑 에어팟프로2는 좀 느낌이 많이 다르네요.에어팟프로가 처음 나왔을땐 일단 노이즈캔슬링이 예전엔 너무 외부 소음이 많이 차단되서, 노이즈 캔슬링 기능 자체는 훌륭했지만 뭔가 이질감이 들었다면,에어팟프로2는 노이즈캔슬링이 생각보다 매우 이질감 없이 잘 동작해서 좋은것 같고, 적응형 노이즈캔슬링도 잘 동작하네요. 배터리도 더 오래가고 좋습니다.제가 느낀 단점은 케이스 닫을때 소리가 좀 딱딱 거린다는거? 그거 말고는 특별히 단점은 없네요.",5,2024.03.09
44,포장도 에어캡 전체적인 만족입니다,5,2024.03.09
45,박스가 더러워져서 왔는데 사용하던 거 보낸 거죠? 그러지 않고서야 이럴 수가 있나요.. 노이즈캔슬링도 잘 되는지 솔직히 모르겠네요,2,2024.03.09
46,"기존에 에어팟 2세대를 3년 넘게 사용하고 있는데배터리 성능이 많이 저하된 탓인지완충 후 노래를 들어도 1시간~1시간반이 지나면꺼지는 바람에 큰 맘먹고 에어팟 프로 2세대 구매했어요쿠팡에서 판매하는거라 정품 여부 관련해서조금 걱정이됐는데, 애플 공식 판매처라기에 믿고 구매했습니다☑️불량 확인하기- 에어팟 케이스를 닫았을 때 벌어짐이 없는지- 좌, 우 유닛 외관상 유격 확인- 아이폰에 연결하여 정품이 맞는지 확인하기- 에어팟 몇시간 충전 후 좌, 우 유닛 배터리 비교  ( 큰 차이가 나는 경우, 에어팟 본체 충전단자 불량일 수 있음)☑️ 장점- 노이즈 캔슬링( 외부 소음을 차단해주기때문에 헬스할 때나  소음이 많은 장소에서 통화, 영상시청할 때 정말 좋아요)- 공간음향(핸드폰으로 넷플릭스 드라마보다가 놀랐어요전 세대의 에어팟을 사용할 때 느껴보지못한 기능이라 그런지영상 시청할 때 조금 더 생동감있는 소리덕에개인적인 만족도가 꽤 높습니다)- 배터리 잔량 확인( 기존의 구형 에어팟의 경우, 본체를 열어봐야지만에어팟 유닛, 본체의 배터리 잔량을 확인할 수 있었는데에어팟 프로2세대는 사용하고 있더라도본체를 열지않고 핸드폰 배터리 위젯으로 한 번에 확인이 가능해서, 작지만 은근히 편리한 것 같습니다)- 다양한 이어팁 사이즈( 무선 이어폰 사용 시 귀가 아픈 경우가 있는데,다양한 사이즈의 이어팁도 같이 줘서 좋아요기본M사이즈 부착되어있고, 개인 귀 사이즈에 맞게 끼워서사용하시면 될 것 같아요)- 핸드폰 없이도 가능한 볼륨조절(기존에 사용하던 구형 2세대는 볼륨조절을 할 때반드시 핸드폰을 통해서만 조절이 가능했는데,이번에 구매한 제품은 핸드폰이랑 떨어져도귀에 사용 중인 유닛으로 볼륨조절이 가능해서 편리해요)☑️ 단점- 시중에 에어팟보다 더 저렴하고 노이즈 캔슬링이 되는 무선 이어폰도 있는데, 사용해본 적이 없어 비교는 어려우나음질을 중요시하고 예민하거나 늘 장시간 이용하는 분이 아니라면, 가격이 부담될 수 밖에 없을 것 같아요 ⭐️ 총평- 비싼만큼 좋다. 좋은건 맞지만 비싸긴 비싸다.  애플 제품을 사용하고있거나 좋아하면 고민은 사치일 뿐…  소리에 예민하거나 중요시 여긴다면 꽤 만족할 것이며,  이어폰을 자주, 장시간 사용하지 않는 사람이라면 굳이…?",5,2024.03.09
47,"2세대 오래 잘 쓰고 있었는데 노이즈캔슬링이 필요해서 구입했어요. 2세대보다 저음이 풍부하게 들리는데 개인적으로는 2세대가 더 좋으네요. 귓구멍이 매우 작은 편인데, 이어팁은 스몰쓰니 귀가아프지만 노이즈캔슬링이 잘되고, 엑스스몰쓰니 귀는 편한데 소음차단이 부족해서 매우몹시 고민되는 상황입니다.폰은 8핀인데 c핀이라 좀 불편한ㅜㅜ한줄평 ㅡ 노이즈캔슬링 훌륭합니다.",5,2024.03.09
48,개봉했던 건가 안에 먼지도 있고 주황색 각질 같은거도 있어요,1,2024.03.09
49,대학생 딸래미 주려고 구입했어요원래 고딩때부터 쓰던 에어팟이 있었는데 한쪽을 분실해서 한쪽으로만 듣고 다녔는데그 한쪽마저 요즘에 되다 안되다 했나보더라구요..근데 가격이 워낙비싸니 사달라고 말은 못하고 계속 한쪽만 끼고 다녔는데 요며칠 새학기에안끼고 다니길래 완전히 고장이 난건가싶어 몰래 깜짝 선물로 준비해서 줬더니 엄청좋아하네요 ㅎㅎ안그래도 전날 나머지 한쪽마저 완전히 고장나서 학교부터 집까지 걸어서 통학하는데음악못듣고 그냥 걸어다녔다고...제때 구입해서 선물한것같아 돈을 쓰고도 기분이 좋네요 ㅎㅎ고장없나 얼른 테스트해보라고 했더니 양쪽에 끼고 들으면서 간만에 느껴보는 먹먹함이라나..너무 좋아하는 딸래미를 보니 비싸게 샀지만 아깝지 않네요 ㅎㅎ학교까지 걸어서 통학하는 딸래미가 새학기에 좋아하는 음악들으며 즐거운 캠퍼스 생활이 되길바래봅니다^^,5,2024.03.09
50,충전할때 본체 스피커에 띵 소리 나는데 충전 다 완료돼면 띵소리가 나더라고요 위치 추적도 잘돼서 너무 좋았습니다 1세대보다 2세대가 돈주고 살정도에요!!,5,2024.03.09
51,조카 선물로 사줬더니 이모가 최고랍니다,5,2024.03.09
52,"안녕하세요 오늘은 에어팟 솔직후기 작성하겠습니다 애플유저딸이 사달라고 해서 샀는데요!밑에서부터 솔직후기 갑니다^^에어팟 프로는 탁월한 기능과 편의성을 결합하여 현존하는 무선 이어폰 중에서도 독보적인 위치를 차지하고 있습니당~ 우선, 빠른 배송은 구매 후 기대감을 높이고 소형이면서도 휴대하기 용이한 크기는 사용자들에게 편의를 제공하지용 특히, 자석이 내장된 케이스는 에어팟을 케이스에 넣을 때 안정감을 부여하고, 소지 시에는 손에 착 달라붙어 편리함을 더해줍니다!!가벼움과 소형 크기에도 불구하고 에어팟 프로는 뛰어난 음질을 제공합니다~ 착용 시 주변 소음을 효과적으로 차단하여 집중력을 높이고  특히 학습이나 업무 시 유용하게 사용됩니다! 또한, 끼고 있을 때 다른 소음이 거의 들리지 않아 자연스럽게 즐기기에 최적화되어 있답니다~^^에어팟 프로는 아이폰 유저들에게 특히 권장되는 제품입니다높은 가격을 지불해야하지만, 이는 그만큼의 성능과 기능을 구매자에게 제공하기 때문입니다^^ 애플 디바이스 간의 연동은 원활하게 이루어지고에어팟을 착용하면 휴대폰의 소리를 끈 채로 감상할 수 있어 생활의 편의성을 높여주지요!분실 우려를 해소하기 위한 찾기 기능과 배터리 확인은 일상 사용에서의 편의성을 높여주는 추가적인 장점으로 꼽힙니다^-^종합적으로, 에어팟 프로는 그 혁신적인 디자인과 높은 성능으로 무선 이어폰의 새로운 기준을 제시하고 있습니다^!^ 그 뛰어난 장점들은 특히 아이폰 사용자들에게 최적화되어 있어, 고급스러운 음악 청취 경험과 일상 생활의 편리함을 동시에 누릴 수 있게 해준답니다!제 에어팟 후기가 도움이 되셨을까요?읽어주셔서 감사들고 그럼 안녕히계세요!~^~^~",5,2024.03.08
53,배송도 빠르고 가격도 비슷해서 쿠팡에서 구매아이폰 15 시리드가 c타입으로 바뀌면서 에어팟도 같이C타입 통일시키고 싶어서 구매너무 좋음왜 진작 안바꿨는지 왜 대체!!! 기존에 프로 팔고 새로 구매했어요!핸드폰 충전기 에어팟 충전기 뭐 충전기 진짜 놀러라도 갈때면 충전기 선 챙기는 것도 일인데 너무 편합니다성능은 뭐 기존거랑 다른거 못느끼구요 일단 배터리가 더 오래가는것 같아요!!모두 c타입으로 통일하세욤!!!!!,5,2024.03.08
54,강원도로 스키타러 갔다가 기존에 쓰던 에어팟을 분실해서 이번에 pro로 구매해봤는데 만족스럽네요 !,5,2024.03.08
55,기본 3세대 사려다가 지인 추천으로 프로 구매했는데노이즈캔슬링 기능 정말 최고에요다음에 구매하더라도 프로로 살것같아오!비싼값하며 절대 구매 후해하지 않고 귀에 착용감도너무 좋아요,5,2024.03.07
56,비싸지만 돈값하네요 이뻐요 근데 활동할때마다 잡음?̄̈ 이들려요..,4,2024.03.07
57,기기는 ㄱㅊ보관좀 깔끔하게..해줘,3,2024.03.07
